original_index,complaint,entity_type,entity_value,instruction,response
3591,"I've always made sure that payments on this account are made on time, never allowing them to become overdue. I am unsure why there are reports of late payment remarks on my accounts. According to 15 USC 1666b - Billing Error, this should be corrected.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I've always made sure that payments on this account are made on time, never allowing them to become overdue. I am unsure why there are reports of late payment remarks on my accounts. According to 15 USC 1666b - Billing Error, this should be corrected.""

Extract the account_type_source:",credit_card
5196,"It is unacceptable to have this late payment on my account, given my history of making payments on time. Please remove it and update my account accordingly.",merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""It is unacceptable to have this late payment on my account, given my history of making payments on time. Please remove it and update my account accordingly.""

Extract the merchant:",unknown
6079,Suspected Fruad ; unlawful interest & charges,transaction_type,interest,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Suspected Fruad ; unlawful interest & charges""

Extract the transaction_type:",interest
246,"There is a XXXX credit card listed on my credit report stating I owe a balance, I have no knowledge of this account",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""There is a XXXX credit card listed on my credit report stating I owe a balance, I have no knowledge of this account""

Extract the channel:",unknown
3274,Interest rate on my Sears Master Card with Citi Bank is way to high as my credit score is XXXX.,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Interest rate on my Sears Master Card with Citi Bank is way to high as my credit score is XXXX.""

Extract the account_type_source:",credit_card
2307,"Enhanced Recovery Company at XXXX XXXX XXXX, XXXX, FL XXXX has been sending me collection notices in the amount of {$1000.00}. The collection has been reported as a past due balance. I do not know this company. I have never done any business with this company.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Enhanced Recovery Company at XXXX XXXX XXXX, XXXX, FL XXXX has been sending me collection notices in the amount of {$1000.00}. The collection has been reported as a past due balance. I do not know this company. I have never done any business with this company.""

Extract the account_type_target:",none
3827,"In 2021, my Bank of America account incurred {$1100.00} in overdraft charges. Although they refunded {$140.00} initially, they refused any further reimbursement. Subsequently, due to a settlement they lost, the bank began refunding fees to customers, resulting in me receiving a meager {$20.00} check.",account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""In 2021, my Bank of America account incurred {$1100.00} in overdraft charges. Although they refunded {$140.00} initially, they refused any further reimbursement. Subsequently, due to a settlement they lost, the bank began refunding fees to customers, resulting in me receiving a meager {$20.00} check.""

Extract the account_type_source:",checking
4420,"XXXX credit reporting a "" charge off '' account ( {$32000.00} limit ) on my credit report for a credit card that does not belong to me. I was only an authorized user on this account. I have repeatedly asked that this be removed from my credit report.",merchant,XXXX credit reporting,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""XXXX credit reporting a "" charge off '' account ( {$32000.00} limit ) on my credit report for a credit card that does not belong to me. I was only an authorized user on this account. I have repeatedly asked that this be removed from my credit report.""

Extract the merchant:",XXXX credit reporting
3015,I request that you eliminate the erroneous late payment from my account.,direction,incoming,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I request that you eliminate the erroneous late payment from my account.""

Extract the direction:",incoming
586,"I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b. 
See the documents attached.",direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I want this late payment deleted from my account within 15 days, this is not mine, I'm not aware of this, Under USC 1666b. 
See the documents attached.""

Extract the direction:",outgoing
3275,"i was discriminated against when applying for the gold card with American Express, i was denied an extension of credit. not once but twice.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""i was discriminated against when applying for the gold card with American Express, i was denied an extension of credit. not once but twice.""

Extract the account_type_target:",none
9,XXXX XXXX XXXX Bank of America XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX broke company-customer confidentiality laws by unlawfully handing over legal documents that were given to them by me to another company without my express permission to do so.,merchant,Bank of America,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""XXXX XXXX XXXX Bank of America XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX broke company-customer confidentiality laws by unlawfully handing over legal documents that were given to them by me to another company without my express permission to do so.""

Extract the merchant:",Bank of America
3882,I negotiated a settlement with my Chase Credit card and I paid as agreed. They have no reneged on our agreement and are still showing a balance on this card. Ref # XXXX XXXX,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I negotiated a settlement with my Chase Credit card and I paid as agreed. They have no reneged on our agreement and are still showing a balance on this card. Ref # XXXX XXXX""

Extract the channel:",online
4535,Account on my credit report that I have no knowledge of its Reporting as a charge off with a balance as well this is hindering my credit profile and effecting my credit worthiness,channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Account on my credit report that I have no knowledge of its Reporting as a charge off with a balance as well this is hindering my credit profile and effecting my credit worthiness""

Extract the channel:",unknown
4032,"I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely.""

Extract the account_type_target:",none
5384,Someone took out credit card under my name. They stole my identity.,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Someone took out credit card under my name. They stole my identity.""

Extract the account_type_source:",credit_card
2680,need a balance sheet stating payments made to charged off account and also the current balance of the account and status on company letterhead,channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""need a balance sheet stating payments made to charged off account and also the current balance of the account and status on company letterhead""

Extract the channel:",unknown
5254,Experian credit bureau has 147 % credit usage on my credit report and incorrect credit card balances which is affecting my credit score.,merchant,Experian,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Experian credit bureau has 147 % credit usage on my credit report and incorrect credit card balances which is affecting my credit score.""

Extract the merchant:",Experian
2755,"Although the company received a federal wire from the title company on the XXXX of XXXX, they did not post the payment until the XXXX, charging me for an extra day of interest. Refuses to credit back this overcharge.",direction,incoming,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""Although the company received a federal wire from the title company on the XXXX of XXXX, they did not post the payment until the XXXX, charging me for an extra day of interest. Refuses to credit back this overcharge.""

Extract the direction:",incoming
1543,"I applied for benefit around 2021, I'm yet to be issued a XXXX prepaid card till date and i had XXXX on the card. I really need money a lot please let bank of America kindly do something about it thank you.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I applied for benefit around 2021, I'm yet to be issued a XXXX prepaid card till date and i had XXXX on the card. I really need money a lot please let bank of America kindly do something about it thank you.""

Extract the channel:",online
3640,I was over charged in interest rate with credit acceptance in XXXX for XXXX XXXX XXXX  This company lied about their 22 % interest rate and it was actually higher. I paid off the car in XXXX.,transaction_type,interest,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I was over charged in interest rate with credit acceptance in XXXX for XXXX XXXX XXXX  This company lied about their 22 % interest rate and it was actually higher. I paid off the car in XXXX.""

Extract the transaction_type:",interest
1601,Capital One Bank has had several request to remove all my debit and checking cards removed from there file as payment my personal debit cards and checking account cards and information removed for payment. Remove all forms of payment regarding this account,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Capital One Bank has had several request to remove all my debit and checking cards removed from there file as payment my personal debit cards and checking account cards and information removed for payment. Remove all forms of payment regarding this account""

Extract the channel:",online
6198,"I was put in checking system in XXXX which I was not told buy bank of America I try to open a account on XX/XX/17 thay said I was in the system for overdraft my account I was advise that no reason to put me in the system. 
XXXX",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I was put in checking system in XXXX which I was not told buy bank of America I try to open a account on XX/XX/17 thay said I was in the system for overdraft my account I was advise that no reason to put me in the system. 
XXXX""

Extract the account_type_target:",none
2529,"I am diligent about paying on time and have no doubts about it. What confuses me is why this company is reporting late payments for specific months, which is erroneous. USC 1666b states that any billing errors should be corrected swiftly.",direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I am diligent about paying on time and have no doubts about it. What confuses me is why this company is reporting late payments for specific months, which is erroneous. USC 1666b states that any billing errors should be corrected swiftly.""

Extract the direction:",outgoing
1235,XXXX XXXX closed my XXXX XXXX XXXX credit card without notice and without cause. I have been making my payments on time for the last 6 months and currently have a balance. There should be no reason why my card was closed.,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""XXXX XXXX closed my XXXX XXXX XXXX credit card without notice and without cause. I have been making my payments on time for the last 6 months and currently have a balance. There should be no reason why my card was closed.""

Extract the channel:",online
418,I paid a member membership fee to Lexington Law in XXXX through XXXX in my credit was never repaired or fixed. I paid about {$700.00} fees.,merchant,Lexington Law,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I paid a member membership fee to Lexington Law in XXXX through XXXX in my credit was never repaired or fixed. I paid about {$700.00} fees.""

Extract the merchant:",Lexington Law
5332,"Been a Navy Federal Credit Union member, charged overdrawn fees erroneously. Illegally charged unanticipated overdraft fees.",transaction_type,fee,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Been a Navy Federal Credit Union member, charged overdrawn fees erroneously. Illegally charged unanticipated overdraft fees.""

Extract the transaction_type:",fee
5280,"The information is a result of identity theft the balance of {$2100.00} doesn't belong to me the phone number used, payments made and verification used was not done by me.",channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""The information is a result of identity theft the balance of {$2100.00} doesn't belong to me the phone number used, payments made and verification used was not done by me.""

Extract the channel:",unknown
3850,paid for services i discontinue transunion is still taking money out of my account regions not letting me login and remove the inaccurate charge from transunion,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""paid for services i discontinue transunion is still taking money out of my account regions not letting me login and remove the inaccurate charge from transunion""

Extract the direction:",outgoing
3134,The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""The fact that I always make timely payments on this account is causing me a great deal of XXXX. I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.""

Extract the account_type_target:",none
5302,"From the tenure of a valued customer of Navy Federal from the tears of XXXX, I have seen overdraft fees in my account and been a victim of the scam 's schemes Navy Federal .",account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""From the tenure of a valued customer of Navy Federal from the tears of XXXX, I have seen overdraft fees in my account and been a victim of the scam 's schemes Navy Federal .""

Extract the account_type_source:",checking
1039,I have been using a money lending company called XXXX to help me financially. To do this they need to access my account which they have been able to do and now PNC wont let them access my account. Its my account so why is this possible?,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I have been using a money lending company called XXXX to help me financially. To do this they need to access my account which they have been able to do and now PNC wont let them access my account. Its my account so why is this possible?""

Extract the account_type_source:",checking
2437,XXXX XXXX XXXX Opened XX/XX/XXXX Balance {$8900.00} XXXX # XXXX XXXX XXXX XXXX XXXX Opened XX/XX/XXXX Balanced $ XXXX # XXXX XXXX XXXX XXXX XXXX Account Opened XX/XX/XXXX Balanced {$280.00} # XXXX XXXX  XXXX Account Opned XX/XX/XXXX Balanced {$220.00} # XXXX,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""XXXX XXXX XXXX Opened XX/XX/XXXX Balance {$8900.00} XXXX # XXXX XXXX XXXX XXXX XXXX Opened XX/XX/XXXX Balanced $ XXXX # XXXX XXXX XXXX XXXX XXXX Account Opened XX/XX/XXXX Balanced {$280.00} # XXXX XXXX  XXXX Account Opned XX/XX/XXXX Balanced {$220.00} # XXXX""

Extract the account_type_target:",none
2628,I feel like the payment is too high and I'm getting overcharge for interest. The interest is over 20 % which I don't know if that's even legal in Arkansas.,transaction_type,interest,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""I feel like the payment is too high and I'm getting overcharge for interest. The interest is over 20 % which I don't know if that's even legal in Arkansas.""

Extract the transaction_type:",interest
5383,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.""

Extract the merchant:",unknown
5831,Wells Fargo Bank enrolled my account into their rewards program ( {$50.00} annual fee ) without my permission or consent. Is n't this illegal?,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""Wells Fargo Bank enrolled my account into their rewards program ( {$50.00} annual fee ) without my permission or consent. Is n't this illegal?""

Extract the account_type_source:",checking
3121,"I filed for bankruptcy but I still have the account appearing on my credit report because Upstart changed something in their system about the account although it is the same debt. 
The account is closed and show bankruptcy not charge-off or be removed from my account.",merchant,Upstart,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""I filed for bankruptcy but I still have the account appearing on my credit report because Upstart changed something in their system about the account although it is the same debt. 
The account is closed and show bankruptcy not charge-off or be removed from my account.""

Extract the merchant:",Upstart
1837,CAPITAL ONE Close my account and charged it off,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""CAPITAL ONE Close my account and charged it off""

Extract the channel:",online
4176,My captial one credit card is saying it's late and it is not. I have automatic payments coming out of nay account every month for {$35.00}. Disputed it multiple times and it won't let me upload proof.,transaction_type,payment,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""My captial one credit card is saying it's late and it is not. I have automatic payments coming out of nay account every month for {$35.00}. Disputed it multiple times and it won't let me upload proof.""

Extract the transaction_type:",payment
2405,"There was no protection for verifying whether I had authorized transactions sent through Zelle. If I were to send money to the wrong person, there was no way for me to get it back. I was told that theres nothing they can do.",transaction_type,transfer,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""There was no protection for verifying whether I had authorized transactions sent through Zelle. If I were to send money to the wrong person, there was no way for me to get it back. I was told that theres nothing they can do.""

Extract the transaction_type:",transfer
1338,Synchrony keeps stalling saying give them 30 days. It's been 3 weeks.,transaction_type,other,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Synchrony keeps stalling saying give them 30 days. It's been 3 weeks.""

Extract the transaction_type:",other
4893,I apply for a credit card with XXXX XXXX XXXXXXXX XXXX on XX/XX/XXXX. I applied online was approved instantly. On XX/XX/XXXX XXXX closed my credit card account. I asked that the account be reopened or inquiry removed from credit reporting.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I apply for a credit card with XXXX XXXX XXXXXXXX XXXX on XX/XX/XXXX. I applied online was approved instantly. On XX/XX/XXXX XXXX closed my credit card account. I asked that the account be reopened or inquiry removed from credit reporting.""

Extract the account_type_target:",none
3281,"XXXX XXXX XXXX reported a collection debt of {$1100.00}, but I never received a check. It does appear on my XXXX credit report opened date XX/XX/2023, reporting a high balance of {$1100.00}",merchant,unknown,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""XXXX XXXX XXXX reported a collection debt of {$1100.00}, but I never received a check. It does appear on my XXXX credit report opened date XX/XX/2023, reporting a high balance of {$1100.00}""

Extract the merchant:",unknown
5796,I have been trying to get this removed from my credit report. i never received a loan deposit from XXXX in XX/XX/2021. I have tried to call to have it removed and they have not removed it. i have attached bank statement,account_type_target,unknown,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""I have been trying to get this removed from my credit report. i never received a loan deposit from XXXX in XX/XX/2021. I have tried to call to have it removed and they have not removed it. i have attached bank statement""

Extract the account_type_target:",unknown
3173,Barclays reported I was 30days late and I had a balance due.,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Barclays reported I was 30days late and I had a balance due.""

Extract the channel:",online
4857,"It is truly absurd to witness late payments reflected on my account, as I have consistently paid this account on time without any instances of being late. I strongly request that you update my account to accurately reflect my payment history.",account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""It is truly absurd to witness late payments reflected on my account, as I have consistently paid this account on time without any instances of being late. I strongly request that you update my account to accurately reflect my payment history.""

Extract the account_type_source:",credit_card
4,"Company claims its reporting too the 3 credit bureaus, and bureaus no such reports has been made to them. In fact XX/XX/XXXX & XX/XX/XXXX there were no reports submitted at all.and the balance of the credit remains the in XX/XX/XXXX.",direction,unknown,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""Company claims its reporting too the 3 credit bureaus, and bureaus no such reports has been made to them. In fact XX/XX/XXXX & XX/XX/XXXX there were no reports submitted at all.and the balance of the credit remains the in XX/XX/XXXX.""

Extract the direction:",unknown
752,I use a service app that requires to use XXXX  for confirming credentials and linking accouts PNC will not allow app to verify info even when I the owner of the account is the one entering the credentials to grant access to my own account.,account_type_source,checking,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I use a service app that requires to use XXXX  for confirming credentials and linking accouts PNC will not allow app to verify info even when I the owner of the account is the one entering the credentials to grant access to my own account.""

Extract the account_type_source:",checking
4079,I was scammed into depositing a fake check on XX/XX/ and now my accounts are being closed as well as I am not able to open any new accounts. The check amount was for {$3500.00} and was made to a Wells Fargo bank.,direction,incoming,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""I was scammed into depositing a fake check on XX/XX/ and now my accounts are being closed as well as I am not able to open any new accounts. The check amount was for {$3500.00} and was made to a Wells Fargo bank.""

Extract the direction:",incoming
2374,"I've started 7 disputes with Citicards against an online merchant that failed and stopped to provide services..The charges were XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, $ XX/XX/2017 {$2900.00}, XX/XX/2017 {$2800.00}. Citicards failed to protect my consumer rights.",channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""I've started 7 disputes with Citicards against an online merchant that failed and stopped to provide services..The charges were XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, XX/XX/2017 for {$2900.00}, $ XX/XX/2017 {$2900.00}, XX/XX/2017 {$2800.00}. Citicards failed to protect my consumer rights.""

Extract the channel:",online
2496,Regarding Complaint # XXXX Company has failed to refund down payment XXXX {$2000.00} as stated and promised on XX/XX/2023 through the complaint request form on CFPB website.,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Regarding Complaint # XXXX Company has failed to refund down payment XXXX {$2000.00} as stated and promised on XX/XX/2023 through the complaint request form on CFPB website.""

Extract the channel:",online
2998,Applied for capital one credit card and got accepted. XXXX XXXX saids i did not get accepted and lowered my score when that is not correct. XXXX XXXX saids to contact this site. It gave me a inquiry.,channel,online,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Applied for capital one credit card and got accepted. XXXX XXXX saids i did not get accepted and lowered my score when that is not correct. XXXX XXXX saids to contact this site. It gave me a inquiry.""

Extract the channel:",online
4547,An undersized inquiry was placed on my credit report I used a XXXX XXXX link that stated there be no impact to my credit rating to find out my interest rate for a potential loan,account_type_source,credit_card,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""An undersized inquiry was placed on my credit report I used a XXXX XXXX link that stated there be no impact to my credit rating to find out my interest rate for a potential loan""

Extract the account_type_source:",credit_card
626,I have reached out to the company several time I sent in a copy of my identity thief report this account is still being reported on my credit.,account_type_source,other,"Given the following consumer complaint, extract the source account type where money/transaction originates (checking, savings, credit_card, brokerage, loan, cash, other, unknown).

Complaint: ""I have reached out to the company several time I sent in a copy of my identity thief report this account is still being reported on my credit.""

Extract the account_type_source:",other
1758,My loan was paid in full and the account balance is a XXXX. XXXX keeps reporting the loan as the full balance and ED Financial and XXXX are not helping.,channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""My loan was paid in full and the account balance is a XXXX. XXXX keeps reporting the loan as the full balance and ED Financial and XXXX are not helping.""

Extract the channel:",unknown
4048,Accounts have been paid in line with requirements by the creditor also some of the purchases were by ex-spouse and one was a fraudulent charge on my US Bank card.,merchant,US Bank,"Given the following consumer complaint, extract the merchant/vendor name if mentioned, or ""unknown"" if not specified.

Complaint: ""Accounts have been paid in line with requirements by the creditor also some of the purchases were by ex-spouse and one was a fraudulent charge on my US Bank card.""

Extract the merchant:",US Bank
4819,My debit card was stolen and the information was added to a cash app account and money was transferred to the cashapp account with my debit card. I couldnt speak to anyone representatives about this. This happened last XX/XX/year>XXXX XXXX,direction,outgoing,"Given the following consumer complaint, extract whether the transaction is incoming (money coming to consumer) or outgoing (money going from consumer), or unknown.

Complaint: ""My debit card was stolen and the information was added to a cash app account and money was transferred to the cashapp account with my debit card. I couldnt speak to anyone representatives about this. This happened last XX/XX/year>XXXX XXXX""

Extract the direction:",outgoing
2138,i was told citi bank that they froze my card b/c the credit bureaus too them too btw XXXX limit just paid XXXX to sears my balance is XXXX XXXX,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""i was told citi bank that they froze my card b/c the credit bureaus too them too btw XXXX limit just paid XXXX to sears my balance is XXXX XXXX""

Extract the account_type_target:",none
3872,Money was sent through XXXX to the wrong people because it didnt ask for verification of phone number or didnt provide name.,channel,other,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Money was sent through XXXX to the wrong people because it didnt ask for verification of phone number or didnt provide name.""

Extract the channel:",other
5229,Please swiftly correct this mistake and ensure that my account accurately reflects my history of making payments on time,channel,unknown,"Given the following consumer complaint, extract the payment/transaction channel used (ACH, wire, Zelle, Venmo, CashApp, card_present, card_not_present, ATM, mobile_check, branch, online, other, unknown).

Complaint: ""Please swiftly correct this mistake and ensure that my account accurately reflects my history of making payments on time""

Extract the channel:",unknown
5292,Bank of America failed to repair my credit score after nearly one year ongoing fraught on closed credit card after their representatives reassured me me they will send information to credit agencies to fix my credit score.,account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""Bank of America failed to repair my credit score after nearly one year ongoing fraught on closed credit card after their representatives reassured me me they will send information to credit agencies to fix my credit score.""

Extract the account_type_target:",none
3331,"On XX/XX/2021 I paid my bill online and in full at XXXX. The payment was not processed until XX/XX/2021, the day after the payment was due. I was charged a {$29.00} late payment.",account_type_target,none,"Given the following consumer complaint, extract the target account type where money/transaction goes to (checking, savings, credit_card, brokerage, loan, cash, other, unknown, none).

Complaint: ""On XX/XX/2021 I paid my bill online and in full at XXXX. The payment was not processed until XX/XX/2021, the day after the payment was due. I was charged a {$29.00} late payment.""

Extract the account_type_target:",none
2646,Comenity All rewards calls me 4+ times a day to collect on a late fee. The calls are non-stop and can occur within 20 minutes of each other. They also call on Sunday mornings. I told them I placed a check in the mail but they still call me.,transaction_type,fee,"Given the following consumer complaint, extract the type of financial transaction (debit, credit, transfer, purchase, cash_withdrawal, deposit, fee, interest, refund, chargeback, payment, other, unknown).

Complaint: ""Comenity All rewards calls me 4+ times a day to collect on a late fee. The calls are non-stop and can occur within 20 minutes of each other. They also call on Sunday mornings. I told them I placed a check in the mail but they still call me.""

Extract the transaction_type:",fee
